Timestamp,From Bank,Account,To Bank,To Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022-09-01 00:22:00,70,10042B7C8,132448,80BF39F90,56738606.1,Ruble,56738606.1,Ruble,Cash,0
2022-09-01 00:03:00,70,10042B7C8,32245,80C00F3A0,43370350.67,Ruble,43370350.67,Ruble,Cheque,0
2022-09-01 00:16:00,70,10042B7C8,32245,80C00F3A0,1858025.98,Ruble,1858025.98,Ruble,Credit Card,0
2022-09-01 00:00:00,70,10042B7C8,32245,80C00F3A0,33206744.63,Ruble,33206744.63,Ruble,Cash,0
2022-09-01 00:24:00,70,10042B7C8,232452,80C074110,45771217.75,Ruble,45771217.75,Ruble,Cheque,0
2022-09-01 00:17:00,70,10042B7C8,232452,80C074110,197973.25,Ruble,197973.25,Ruble,Credit Card,0
2022-09-01 00:28:00,70,10042B7C8,232452,80C074110,76706847.24,Ruble,76706847.24,Ruble,Cash,0
2022-09-01 00:19:00,70,10042B7C8,23,80C07E220,166980.9,Ruble,166980.9,Ruble,Cheque,1
2022-09-01 00:14:00,70,10042B7C8,232452,80C083280,5501495.2,Ruble,5501495.2,Ruble,Cheque,0
2022-09-01 00:11:00,70,10042B7C8,232452,80C083280,1251959.0,Ruble,1251959.0,Ruble,Credit Card,0
2022-09-01 00:25:00,70,10042B7C8,232452,80C083280,1518028.0,Ruble,1518028.0,Ruble,Cash,0
2022-09-01 00:00:00,70,10042B7C8,232125,80C091820,10538.43,Ruble,10538.43,Ruble,Cheque,0
2022-09-01 00:01:00,70,10042B7C8,232125,80C091820,382.27,Ruble,382.27,Ruble,Credit Card,0
2022-09-01 00:23:00,70,10042B7C8,132448,80C0DF920,585964.43,Ruble,585964.43,Ruble,Cheque,0
2022-09-01 00:23:00,70,10042B7C8,132448,80C0DF920,169597.36,Ruble,169597.36,Ruble,Credit Card,0
2022-09-01 00:12:00,70,10042B7C8,285,80C0E52E0,3754329.31,Ruble,3754329.31,Ruble,Cheque,0
2022-09-01 00:18:00,70,10042B7C8,285,80C13E070,99464.72,Ruble,99464.72,Ruble,Cheque,0
2022-09-01 00:00:00,70,10042B7C8,285,80C13E070,83225.44,Ruble,83225.44,Ruble,Cash,0
2022-09-01 00:15:00,70,10042B7C8,132849,80C0F9F70,7771290.07,Ruble,7771290.07,Ruble,Cheque,0
2022-09-01 00:02:00,70,10042B7C8,132849,80C0F9F70,979533.66,Ruble,979533.66,Ruble,Credit Card,0
2022-09-01 00:04:00,70,10042B7C8,132849,80C0F9F70,789295.81,Ruble,789295.81,Ruble,Cash,0
2022-09-01 00:27:00,70,10042B7C8,132849,80C1E18E0,4347759.71,Ruble,4347759.71,Ruble,Cheque,0
2022-09-01 00:17:00,70,10042B7C8,132849,80C1E18E0,1792693.78,Ruble,1792693.78,Ruble,Credit Card,0
2022-09-01 00:03:00,70,10042B7C8,132849,80C1E18E0,1130791.04,Ruble,1130791.04,Ruble,Cash,0
2022-09-01 00:20:00,70,10042B7C8,232452,80C1E3CF0,40748.73,Ruble,40748.73,Ruble,Cheque,0
2022-09-01 00:22:00,70,10042B7C8,232452,80C1E3CF0,27850.8,Ruble,27850.8,Ruble,Cash,0
2022-09-01 00:21:00,70,10042B7C8,132407,80C1E88D0,401999.65,Ruble,401999.65,Ruble,Cheque,0
2022-09-01 00:13:00,70,10042B7C8,132407,80C1E88D0,16819.76,Ruble,16819.76,Ruble,Credit Card,0
2022-09-01 00:24:00,70,10042B810,29,80C22E4E0,73924.56,UK Pound,73924.56,UK Pound,Cheque,0
2022-09-01 00:27:00,70,10042B810,29,80C22E4E0,12426.68,UK Pound,12426.68,UK Pound,Credit Card,0
2022-09-01 00:20:00,70,10042B810,29,80C22E4E0,8983.95,UK Pound,8983.95,UK Pound,Cash,0
2022-09-01 00:18:00,70,10042B810,232857,80C299D60,142193.19,UK Pound,142193.19,UK Pound,Cheque,0
2022-09-01 00:11:00,70,10042B810,232857,80C299D60,16250.0,UK Pound,16250.0,UK Pound,Credit Card,0
2022-09-01 00:20:00,70,10042B810,232857,80C299D60,13200.53,UK Pound,13200.53,UK Pound,Cash,0
2022-09-01 00:24:00,70,10042B810,232857,80C29DDA0,9034.63,UK Pound,9034.63,UK Pound,Cheque,0
2022-09-01 00:28:00,70,10042B810,232857,80C29DDA0,6678.96,UK Pound,6678.96,UK Pound,Credit Card,0
2022-09-01 00:06:00,70,10042B810,133159,80C2B2C10,4209.18,UK Pound,4209.18,UK Pound,Cheque,0
2022-09-01 00:00:00,70,10042B810,133159,80C2B2C10,235.34,UK Pound,235.34,UK Pound,Credit Card,0
2022-09-01 00:06:00,70,10042B810,24,80C2C62D0,3971.48,UK Pound,3971.48,UK Pound,Cheque,0
2022-09-01 00:18:00,70,10042B810,233064,80C414AD0,9020.05,UK Pound,9020.05,UK Pound,Cheque,0
2022-09-01 00:13:00,70,10042B810,233064,80C414AD0,18896.87,UK Pound,18896.87,UK Pound,Credit Card,0
2022-09-01 00:06:00,70,10042B810,233064,80C414AD0,11715.35,UK Pound,11715.35,UK Pound,Cash,0
2022-09-01 00:09:00,70,10042B810,25,80C41AFA0,321503.85,UK Pound,321503.85,UK Pound,Cheque,0
2022-09-01 00:05:00,70,10042B810,25,80C41AFA0,3819.94,UK Pound,3819.94,UK Pound,Credit Card,0
2022-09-01 00:12:00,70,10042B810,25,80C41AFA0,258464.16,UK Pound,258464.16,UK Pound,Cash,0
2022-09-01 00:16:00,70,10042B810,133159,80C42E220,1119.64,UK Pound,1119.64,UK Pound,Cheque,0
2022-09-01 00:23:00,70,10042B810,133159,80C42E220,57.03,UK Pound,57.03,UK Pound,Credit Card,0
2022-09-01 00:21:00,70,10042B810,233186,80C4321B0,5273641.78,UK Pound,5273641.78,UK Pound,Cheque,0
2022-09-01 00:26:00,70,10042B810,233186,80C4321B0,1769.75,UK Pound,1769.75,UK Pound,Credit Card,0
2022-09-01 00:08:00,70,10042B810,233186,80C4321B0,1761420.97,UK Pound,1761420.97,UK Pound,Cash,0
2022-09-01 00:21:00,70,10042B810,232857,80C44A4A0,28482.21,UK Pound,28482.21,UK Pound,Cheque,0
2022-09-01 00:18:00,70,10042B810,233064,80C4AC7E0,8.55,UK Pound,8.55,UK Pound,Cheque,0
2022-09-01 00:03:00,70,10042B810,233064,80C4AC7E0,0.31,UK Pound,0.31,UK Pound,Credit Card,0
2022-09-01 00:09:00,70,10042B810,133159,80C4CCDF0,209.74,UK Pound,209.74,UK Pound,Cheque,0
2022-09-01 00:23:00,70,10042B810,133159,80C4CCDF0,88.07,UK Pound,88.07,UK Pound,Credit Card,0
2022-09-01 00:09:00,70,10042B810,133159,80C4CCDF0,5.58,UK Pound,5.58,UK Pound,Cash,0
2022-09-01 00:23:00,70,10042B810,133372,80C4D6400,4451.85,UK Pound,4451.85,UK Pound,Cheque,0
2022-09-01 00:24:00,70,10042B810,133372,80C4D6400,10127.15,UK Pound,10127.15,UK Pound,Credit Card,0
2022-09-01 00:18:00,70,10042B810,133372,80C4D6400,20960.65,UK Pound,20960.65,UK Pound,Cash,0
2022-09-01 00:20:00,70,10042B810,25,80C4E9190,18042.54,UK Pound,18042.54,UK Pound,Cheque,0
2022-09-01 00:16:00,70,10042B810,25,80C4E9190,9816.21,UK Pound,9816.21,UK Pound,Credit Card,0
2022-09-01 00:11:00,70,10042B810,25,80C4E9190,8107.85,UK Pound,8107.85,UK Pound,Cash,0
2022-09-01 00:04:00,70,10042B810,233601,80C6B7CB0,347.59,UK Pound,347.59,UK Pound,Cheque,0
2022-09-01 00:06:00,70,10042B810,233601,80C6B7CB0,1146.25,UK Pound,1146.25,UK Pound,Credit Card,0
2022-09-01 00:06:00,70,10042B810,24,80C6C0010,11465.19,UK Pound,11465.19,UK Pound,Credit Card,0
2022-09-01 00:23:00,70,10042B810,24,80C6C0010,54214.63,UK Pound,54214.63,UK Pound,Cash,0
2022-09-01 00:13:00,70,10042B810,233186,80C6C8D50,5327011.74,UK Pound,5327011.74,UK Pound,Cheque,0
2022-09-01 00:00:00,70,10042B810,233601,80C6DC560,9095.36,UK Pound,9095.36,UK Pound,Cheque,0
2022-09-01 00:19:00,70,10042B810,233601,80C6DC560,1127.12,UK Pound,1127.12,UK Pound,Credit Card,0
2022-09-01 00:00:00,70,10042B810,233064,80C44DA20,86987.0,UK Pound,86987.0,UK Pound,Cheque,0
2022-09-01 00:07:00,70,10042B810,233064,80C44DA20,1837.87,UK Pound,1837.87,UK Pound,Credit Card,0
2022-09-01 00:28:00,70,10042B810,233064,80C44DA20,551.06,UK Pound,551.06,UK Pound,Cash,0
2022-09-01 00:01:00,70,10042B810,233186,80C6B4570,14883.01,UK Pound,14883.01,UK Pound,Cheque,0
2022-09-01 00:01:00,70,10042B810,233186,80C6B4570,321.94,UK Pound,321.94,UK Pound,Cash,0
2022-09-01 00:21:00,70,10042B810,24,80C73C590,50708.37,UK Pound,50708.37,UK Pound,Cheque,0
2022-09-01 00:27:00,70,10042B810,133936,80C747070,36123.8,UK Pound,36123.8,UK Pound,Cheque,0
2022-09-01 00:05:00,70,10042B810,133936,80C747070,878.87,UK Pound,878.87,UK Pound,Credit Card,0
2022-09-01 00:08:00,70,10042B810,133936,80C747070,702.91,UK Pound,702.91,UK Pound,Cash,0
2022-09-01 00:20:00,70,10042B810,133159,80C879140,192.5,UK Pound,192.5,UK Pound,Cheque,0
2022-09-01 00:15:00,70,10042B810,133159,80C879140,392.38,UK Pound,392.38,UK Pound,Credit Card,0
2022-09-01 00:17:00,70,10042B810,29,80C8BBA50,4957.74,UK Pound,4957.74,UK Pound,Cheque,0
2022-09-01 00:17:00,70,10042B810,233706,80C8CD920,9499747.09,UK Pound,9499747.09,UK Pound,Cheque,0
2022-09-01 00:02:00,70,10042B810,33858,80C754090,25968.54,UK Pound,25968.54,UK Pound,Cheque,0
2022-09-01 00:24:00,70,10042B810,33858,80C754090,1261.78,UK Pound,1261.78,UK Pound,Credit Card,0
2022-09-01 00:22:00,70,10042B810,232857,80C8F3A80,26902.65,UK Pound,26902.65,UK Pound,Cheque,0
2022-09-01 00:15:00,70,10042B810,232857,80C8F3A80,12211.79,UK Pound,12211.79,UK Pound,Credit Card,0
2022-09-01 00:19:00,70,10042B810,232857,80C8F3A80,10867.83,UK Pound,10867.83,UK Pound,Cash,0
2022-09-01 00:29:00,70,10042B810,233674,80C8D2440,5535.34,UK Pound,5535.34,UK Pound,Cheque,1
2022-09-01 00:03:00,70,10042B810,233674,80C8D2440,255.34,UK Pound,255.34,UK Pound,Credit Card,0
2022-09-01 00:25:00,70,10042B810,233064,80C90D2A0,9181.32,UK Pound,9181.32,UK Pound,Cheque,0
2022-09-01 00:01:00,70,10042B810,233064,80C90D2A0,2374.37,UK Pound,2374.37,UK Pound,Credit Card,0
2022-09-01 00:05:00,70,10042B810,233064,80C940A10,23599.81,UK Pound,23599.81,UK Pound,Cheque,0
2022-09-01 00:03:00,70,10042B810,233064,80C940A10,6678.57,UK Pound,6678.57,UK Pound,Credit Card,0
2022-09-01 00:01:00,70,10042B810,234142,80C99B110,891.84,UK Pound,891.84,UK Pound,Cheque,0
2022-09-01 00:14:00,70,10042B810,234142,80C99B110,790.69,UK Pound,790.69,UK Pound,Credit Card,0
2022-09-01 00:17:00,70,10042B810,234142,80C99B110,219.18,UK Pound,219.18,UK Pound,Cash,0
2022-09-01 00:04:00,70,10042B810,232857,80C9C6270,972.1,UK Pound,972.1,UK Pound,Cheque,0
2022-09-01 00:07:00,70,10042B810,232857,80C9C6270,443.58,UK Pound,443.58,UK Pound,Credit Card,0
2022-09-01 00:21:00,70,10042B810,133372,80CA210A0,93295.9,UK Pound,93295.9,UK Pound,Cheque,0
2022-09-01 00:28:00,70,10042B810,133372,80CA210A0,3708.23,UK Pound,3708.23,UK Pound,Cash,0
2022-09-01 00:09:00,70,10042B810,134598,80CA5A250,2910797.72,UK Pound,2910797.72,UK Pound,Cheque,0
2022-09-01 00:18:00,70,10042B810,134598,80CA5A250,10373.81,UK Pound,10373.81,UK Pound,Credit Card,0
2022-09-01 00:05:00,70,10042B810,134598,80CA5A250,3041290.5,UK Pound,3041290.5,UK Pound,Cash,0
2022-09-01 00:28:00,70,10042B810,133159,80C9787D0,64145.38,UK Pound,64145.38,UK Pound,Cheque,0
2022-09-01 00:27:00,70,10042B810,133159,80C9787D0,12644.37,UK Pound,12644.37,UK Pound,Credit Card,0
2022-09-01 00:07:00,70,10042B810,133159,80C9787D0,28757.08,UK Pound,28757.08,UK Pound,Cash,0
2022-09-01 00:02:00,70,10042B810,25,80CB05140,2433280.98,UK Pound,2433280.98,UK Pound,Cheque,0
2022-09-01 00:23:00,70,10042B810,25,80CB05140,17789.52,UK Pound,17789.52,UK Pound,Credit Card,0
2022-09-01 00:16:00,70,10042B810,25,80CB05140,636884.4,UK Pound,636884.4,UK Pound,Cash,0
2022-09-01 00:13:00,70,10042B810,234165,80CB155B0,39355.43,UK Pound,39355.43,UK Pound,Cheque,0
2022-09-01 00:01:00,70,10042B810,234165,80CB155B0,5663.52,UK Pound,5663.52,UK Pound,Cash,0
2022-09-01 00:24:00,70,10042B810,134053,80CB2DF00,36009.11,UK Pound,36009.11,UK Pound,Cheque,0
2022-09-01 00:25:00,70,10042B810,134053,80CB2DF00,3808.28,UK Pound,3808.28,UK Pound,Credit Card,0
2022-09-01 00:08:00,70,10042B810,233706,80CB34890,241005.57,UK Pound,241005.57,UK Pound,Cheque,0
2022-09-01 00:06:00,70,10042B810,233706,80CB34890,8968.4,UK Pound,8968.4,UK Pound,Credit Card,0
2022-09-01 00:26:00,70,10042B810,233706,80CB34890,52030.59,UK Pound,52030.59,UK Pound,Cash,0
2022-09-01 00:02:00,70,10042B810,33370,80CB6C5F0,2764.8,UK Pound,2764.8,UK Pound,Cheque,0
2022-09-01 00:26:00,70,10042B810,33370,80CB6C5F0,12569.1,UK Pound,12569.1,UK Pound,Credit Card,0
2022-09-01 00:14:00,70,10042B810,33370,80CB6C5F0,2464.54,UK Pound,2464.54,UK Pound,Cash,0
2022-09-01 00:18:00,70,10042B810,134053,80CB82500,4038.98,UK Pound,4038.98,UK Pound,Cheque,0
2022-09-01 00:03:00,70,10042B810,134053,80CB82500,398.72,UK Pound,398.72,UK Pound,Credit Card,0
2022-09-01 00:10:00,70,10042B810,134053,80CB82500,70.57,UK Pound,70.57,UK Pound,Cash,0
2022-09-01 00:02:00,70,10042B810,234432,80CBABCF0,34176.26,UK Pound,34176.26,UK Pound,Cheque,0
2022-09-01 00:09:00,70,10042B810,234432,80CBABCF0,15133.32,UK Pound,15133.32,UK Pound,Credit Card,0
2022-09-01 00:04:00,70,10042B810,234432,80CBABCF0,61104.89,UK Pound,61104.89,UK Pound,Cash,0
2022-09-01 00:03:00,70,10042B810,233282,80CF12360,249290.53,UK Pound,249290.53,UK Pound,Cheque,0
2022-09-01 00:15:00,70,10042B810,233282,80CF12360,22352.43,UK Pound,22352.43,UK Pound,Credit Card,0
2022-09-01 00:27:00,70,10042B810,233282,80CF12360,71475.96,UK Pound,71475.96,UK Pound,Cash,0
2022-09-01 00:18:00,70,10042B810,35358,80CFA92D0,1905.07,UK Pound,1905.07,UK Pound,Cheque,0
2022-09-01 00:00:00,70,10042B810,35358,80CFA92D0,6276.07,UK Pound,6276.07,UK Pound,Credit Card,0
2022-09-01 00:27:00,70,10042B810,7,80CFA9860,43839.42,UK Pound,43839.42,UK Pound,Cheque,0
2022-09-01 00:07:00,70,10042B810,7,80CFA9860,5199.9,UK Pound,5199.9,UK Pound,Credit Card,0
2022-09-01 00:02:00,70,10042B810,7,80CFA9860,60047.62,UK Pound,60047.62,UK Pound,Cash,0
2022-09-01 00:14:00,70,10042B810,35371,80CFAA0B0,15053.71,UK Pound,15053.71,UK Pound,Cheque,0
2022-09-01 00:11:00,70,10042B810,35371,80CFAA0B0,7670.87,UK Pound,7670.87,UK Pound,Credit Card,0
2022-09-01 00:11:00,70,10042B810,234614,80CFADAD0,26563.04,UK Pound,26563.04,UK Pound,Cheque,0
2022-09-01 00:10:00,70,10042B810,234142,810E78670,187431.83,UK Pound,187431.83,UK Pound,Cheque,0
2022-09-01 00:13:00,70,10042B810,133936,8132A1890,25347698.0,UK Pound,25347698.0,UK Pound,Cheque,0
2022-09-01 00:16:00,70,10042B810,134640,818E3DBD0,8377385.5,UK Pound,8377385.5,UK Pound,Cheque,0
2022-09-01 00:18:00,70,10042B810,134598,81A1A4700,98628.89,UK Pound,98628.89,UK Pound,Cheque,0
2022-09-01 00:01:00,70,10042B810,232857,81A1A7710,5549.52,UK Pound,5549.52,UK Pound,Cheque,0
2022-09-01 00:04:00,70,10042B810,232857,81A1A7710,291.14,UK Pound,291.14,UK Pound,Credit Card,0
2022-09-01 00:05:00,70,10042B810,232857,81A1A7710,82.14,UK Pound,82.14,UK Pound,Cash,0
2022-09-01 00:20:00,70,10042B8E8,19,810BE8460,460505.65,Mexican Peso,460505.65,Mexican Peso,Cheque,0
2022-09-01 00:20:00,70,10042B8E8,19,810BE8460,1650149.75,Mexican Peso,1650149.75,Mexican Peso,Cash,0
2022-09-01 00:27:00,70,10042B8E8,41014,810D901F0,710018.85,Mexican Peso,710018.85,Mexican Peso,Cheque,0
2022-09-01 00:00:00,70,10042B8E8,13,810D9A8D0,837698.99,Mexican Peso,837698.99,Mexican Peso,Cheque,0
2022-09-01 00:10:00,70,10042B8E8,13,810D9A8D0,830131.43,Mexican Peso,830131.43,Mexican Peso,Cash,0
2022-09-01 00:25:00,70,10042B8E8,1135,810DB0C20,13691709.55,Mexican Peso,13691709.55,Mexican Peso,Cheque,0
2022-09-01 00:26:00,70,10042B8E8,1135,810DB0C20,448199.76,Mexican Peso,448199.76,Mexican Peso,Cash,0
2022-09-01 00:06:00,70,10042B8E8,41014,810DBF340,13630907.75,Mexican Peso,13630907.75,Mexican Peso,Cheque,0
2022-09-01 00:29:00,70,10042B8E8,41014,810DBF340,22229668.01,Mexican Peso,22229668.01,Mexican Peso,Cash,0
2022-09-01 00:00:00,70,10042B8E8,14,810DC3720,1103293.05,Mexican Peso,1103293.05,Mexican Peso,Cheque,0
2022-09-01 00:25:00,70,10042B8E8,14,810DC3720,234871.76,Mexican Peso,234871.76,Mexican Peso,Credit Card,0
2022-09-01 00:15:00,70,10042B8E8,1135,810DE33C0,341168.93,Mexican Peso,341168.93,Mexican Peso,Cheque,0
2022-09-01 00:13:00,70,10042B8E8,1135,810DE33C0,519149.49,Mexican Peso,519149.49,Mexican Peso,Credit Card,0
2022-09-01 00:15:00,70,10042B8E8,1135,810DE33C0,437206.07,Mexican Peso,437206.07,Mexican Peso,Cash,0
2022-09-01 00:22:00,70,10042B8E8,45907,810E2CB10,81674.96,Mexican Peso,81674.96,Mexican Peso,Cheque,0
2022-09-01 00:07:00,70,10042B8E8,45907,810E2CB10,533533.46,Mexican Peso,533533.46,Mexican Peso,Credit Card,0
2022-09-01 00:05:00,70,10042B8E8,45907,810E2CB10,57870.09,Mexican Peso,57870.09,Mexican Peso,Cash,0
2022-09-01 00:18:00,70,10042B8E8,1135,810E5FD60,697845.61,Mexican Peso,697845.61,Mexican Peso,Cheque,0
2022-09-01 00:24:00,70,10042B8E8,1135,810E5FD60,627734.86,Mexican Peso,627734.86,Mexican Peso,Credit Card,0
2022-09-01 00:05:00,70,10042B8E8,1135,810E5FD60,499098.99,Mexican Peso,499098.99,Mexican Peso,Cash,0
2022-09-01 00:09:00,70,10042B8E8,13,810E85DD0,270333.15,Mexican Peso,270333.15,Mexican Peso,Cheque,0
2022-09-01 00:02:00,70,10042B8E8,13,810E85DD0,373582.51,Mexican Peso,373582.51,Mexican Peso,Credit Card,0
2022-09-01 00:17:00,70,10042B8E8,13,810E85DD0,596163.04,Mexican Peso,596163.04,Mexican Peso,Cash,0
2022-09-01 00:26:00,70,10042B8E8,14,810E97200,330993.7,Mexican Peso,330993.7,Mexican Peso,Cheque,0
2022-09-01 00:12:00,70,10042B8E8,245772,810EA8560,77592.06,Mexican Peso,77592.06,Mexican Peso,Cheque,0
2022-09-01 00:05:00,70,10042B8E8,245772,810EA8560,228605.66,Mexican Peso,228605.66,Mexican Peso,Cash,0
2022-09-01 00:23:00,70,10042B8E8,45977,810F151E0,2081.09,Mexican Peso,2081.09,Mexican Peso,Cheque,0
2022-09-01 00:10:00,70,10042B8E8,45977,810F151E0,5326.95,Mexican Peso,5326.95,Mexican Peso,Credit Card,0
2022-09-01 00:24:00,70,10042B8E8,245772,810F2F390,509918.32,Mexican Peso,509918.32,Mexican Peso,Cheque,0
2022-09-01 00:13:00,70,10042B8E8,245772,810F2F390,58649.51,Mexican Peso,58649.51,Mexican Peso,Credit Card,0
2022-09-01 00:00:00,70,10042B8E8,245772,810F2F390,101842.48,Mexican Peso,101842.48,Mexican Peso,Cash,0
