Timestamp,From Bank,Account,To Bank,To Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022-09-01 00:00:00,70,10042B660,1291,8001D22D0,65520.7,US Dollar,65520.7,US Dollar,Cash,0
2022-09-01 00:27:00,70,10042B660,1,8001D8BA0,81247.61,US Dollar,81247.61,US Dollar,Cheque,0
2022-09-01 00:14:00,70,10042B660,1,8001E5580,51905.58,US Dollar,51905.58,US Dollar,Cheque,0
2022-09-01 00:09:00,70,10042B660,1,8001E5580,5617.07,US Dollar,5617.07,US Dollar,Credit Card,0
2022-09-01 00:04:00,70,10042B660,1,8001E5580,195346.44,US Dollar,195346.44,US Dollar,Cash,0
2022-09-01 00:03:00,70,10042B660,1231,80024D9D0,1706.83,US Dollar,1706.83,US Dollar,Cheque,0
2022-09-01 00:07:00,70,10042B660,1231,80024D9D0,1331.2,US Dollar,1331.2,US Dollar,Credit Card,0
2022-09-01 00:28:00,70,10042B660,1,8002557D0,10171.68,US Dollar,10171.68,US Dollar,Cheque,0
2022-09-01 00:22:00,70,10042B660,1,8002557D0,9228.06,US Dollar,9228.06,US Dollar,Credit Card,0
2022-09-01 00:07:00,70,10042B660,20,8002CDFB0,2182.36,US Dollar,2182.36,US Dollar,Cheque,0
2022-09-01 00:08:00,70,10042B660,20,8002CDFB0,5397.48,US Dollar,5397.48,US Dollar,Cash,0
2022-09-01 00:15:00,70,10042B660,20,8002C1180,4565.63,US Dollar,4565.63,US Dollar,Cheque,0
2022-09-01 00:21:00,70,10042B660,20,8002C1180,7811.27,US Dollar,7811.27,US Dollar,Cash,0
2022-09-01 00:22:00,70,10042B660,1291,8002EA9C0,174578.37,US Dollar,174578.37,US Dollar,Cheque,0
2022-09-01 00:16:00,70,10042B660,224,8002ECF00,4955.94,US Dollar,4955.94,US Dollar,Cheque,0
2022-09-01 00:16:00,70,10042B660,224,8002ECF00,1176.42,US Dollar,1176.42,US Dollar,Credit Card,0
2022-09-01 00:28:00,70,10042B660,224,8002F1750,545394.37,US Dollar,545394.37,US Dollar,Cheque,0
2022-09-01 00:26:00,70,10042B660,224,8002F1750,265315.95,US Dollar,265315.95,US Dollar,Cash,0
2022-09-01 00:28:00,70,10042B660,394,80035BD20,345609.54,US Dollar,345609.54,US Dollar,Cheque,0
2022-09-01 00:08:00,70,10042B660,394,80035BD20,13093.2,US Dollar,13093.2,US Dollar,Credit Card,0
2022-09-01 00:11:00,70,10042B660,394,80035BD20,93452.89,US Dollar,93452.89,US Dollar,Cash,0
2022-09-01 00:04:00,70,10042B660,1231,800374EA0,3129.67,US Dollar,3129.67,US Dollar,Cheque,0
2022-09-01 00:26:00,70,10042B660,1231,800374EA0,7756.0,US Dollar,7756.0,US Dollar,Cash,0
2022-09-01 00:03:00,70,10042B660,1217,80037BA40,330253.19,US Dollar,330253.19,US Dollar,Cheque,0
2022-09-01 00:11:00,70,10042B660,1217,80037BA40,9900.4,US Dollar,9900.4,US Dollar,Credit Card,0
2022-09-01 00:10:00,70,10042B660,1217,80037BA40,34631.34,US Dollar,34631.34,US Dollar,Cash,0
2022-09-01 00:08:00,70,10042B660,531,800392840,40124.95,US Dollar,40124.95,US Dollar,Cheque,0
2022-09-01 00:28:00,70,10042B660,531,800392840,103934.72,US Dollar,103934.72,US Dollar,Cash,0
2022-09-01 00:08:00,70,10042B660,394,8003E3680,57975.52,US Dollar,57975.52,US Dollar,Cheque,0
2022-09-01 00:23:00,70,10042B660,394,8003E3680,7339.35,US Dollar,7339.35,US Dollar,Credit Card,0
2022-09-01 00:12:00,70,10042B660,1231,8004C2FA0,2794.35,US Dollar,2794.35,US Dollar,Cheque,0
2022-09-01 00:26:00,70,10042B660,1231,8004C2FA0,11706.81,US Dollar,11706.81,US Dollar,Credit Card,0
2022-09-01 00:06:00,70,10042B660,224,8004E8560,82039.66,US Dollar,82039.66,US Dollar,Cheque,0
2022-09-01 00:15:00,70,10042B660,20,8004EBAA0,2372.91,US Dollar,2372.91,US Dollar,Cheque,0
2022-09-01 00:16:00,70,10042B660,20,8004EBAA0,1101.2,US Dollar,1101.2,US Dollar,Credit Card,0
2022-09-01 00:12:00,70,10042B660,224,8004F6DF0,55213.53,US Dollar,55213.53,US Dollar,Cheque,0
2022-09-01 00:29:00,70,10042B660,224,8004F6DF0,13074.48,US Dollar,13074.48,US Dollar,Credit Card,0
2022-09-01 00:01:00,70,10042B660,224,8004F6DF0,3810.51,US Dollar,3810.51,US Dollar,Cash,0
2022-09-01 00:06:00,70,10042B660,1231,800530B10,1101.42,US Dollar,1101.42,US Dollar,Cheque,0
2022-09-01 00:18:00,70,10042B660,1231,800530B10,263.59,US Dollar,263.59,US Dollar,Credit Card,0
2022-09-01 00:23:00,70,10042B660,20,8005337E0,2595.61,US Dollar,2595.61,US Dollar,Cheque,0
2022-09-01 00:01:00,70,10042B660,20,8005337E0,2549.49,US Dollar,2549.49,US Dollar,Cash,0
2022-09-01 00:23:00,70,10042B660,531,80053F760,406.99,US Dollar,406.99,US Dollar,Cheque,0
2022-09-01 00:26:00,70,10042B660,531,80053F760,23.44,US Dollar,23.44,US Dollar,Credit Card,0
2022-09-01 00:17:00,70,10042B660,224,8005902A0,80.89,US Dollar,80.89,US Dollar,Cheque,0
2022-09-01 00:23:00,70,10042B660,224,8005902A0,133.49,US Dollar,133.49,US Dollar,Credit Card,0
2022-09-01 00:28:00,70,10042B660,1639,800599DD0,1302583.59,US Dollar,1302583.59,US Dollar,Cheque,0
2022-09-01 00:12:00,70,10042B660,1639,800599DD0,24870.0,US Dollar,24870.0,US Dollar,Credit Card,0
2022-09-01 00:20:00,70,10042B660,1639,800599DD0,1092744.06,US Dollar,1092744.06,US Dollar,Cash,0
2022-09-01 00:13:00,70,10042B660,11047,8005B21E0,13172.46,US Dollar,13172.46,US Dollar,Cheque,0
2022-09-01 00:20:00,70,10042B660,11047,8005B21E0,1272.45,US Dollar,1272.45,US Dollar,Credit Card,0
2022-09-01 00:05:00,70,10042B660,11047,8005B21E0,391.12,US Dollar,391.12,US Dollar,Cash,0
2022-09-01 00:23:00,70,10042B660,394,8005BB8E0,64869.87,US Dollar,64869.87,US Dollar,Cheque,0
2022-09-01 00:09:00,70,10042B660,1639,8006202E0,3735.67,US Dollar,3735.67,US Dollar,Cheque,0
2022-09-01 00:26:00,70,10042B660,1639,8006202E0,1504.31,US Dollar,1504.31,US Dollar,Credit Card,0
2022-09-01 00:17:00,70,10042B660,2860,8005AD3D0,122245.76,US Dollar,122245.76,US Dollar,Cheque,0
2022-09-01 00:22:00,70,10042B660,2860,80066AEF0,14799.75,US Dollar,14799.75,US Dollar,Cheque,0
2022-09-01 00:15:00,70,10042B660,1231,8006FF660,28376.97,US Dollar,28376.97,US Dollar,Credit Card,0
2022-09-01 00:11:00,70,10042B660,1231,8006FF660,102312.23,US Dollar,102312.23,US Dollar,Cash,0
2022-09-01 00:27:00,70,10042B660,11046,80071F190,638.76,US Dollar,638.76,US Dollar,Cheque,0
2022-09-01 00:06:00,70,10042B660,11046,80071F190,1024.25,US Dollar,1024.25,US Dollar,Credit Card,0
2022-09-01 00:10:00,70,10042B660,11046,80071F190,57.61,US Dollar,57.61,US Dollar,Cash,0
2022-09-01 00:10:00,70,10042B660,224,80079C5E0,6128.33,US Dollar,6128.33,US Dollar,Cheque,0
2022-09-01 00:14:00,70,10042B660,224,80079C5E0,3993.8,US Dollar,3993.8,US Dollar,Credit Card,0
2022-09-01 00:29:00,70,10042B660,1231,8007F1580,95380.16,US Dollar,95380.16,US Dollar,Cheque,0
2022-09-01 00:26:00,70,10042B660,1231,8007F1580,19476.77,US Dollar,19476.77,US Dollar,Credit Card,0
2022-09-01 00:03:00,70,10042B660,1231,8007F1580,223777.56,US Dollar,223777.56,US Dollar,Cash,0
2022-09-01 00:09:00,70,10042B660,1120,80080B7A0,4577.87,US Dollar,4577.87,US Dollar,Cheque,0
2022-09-01 00:18:00,70,10042B660,1120,80080B7A0,6968.61,US Dollar,6968.61,US Dollar,Cash,0
2022-09-01 00:21:00,70,10042B660,11047,800882A50,35866.33,US Dollar,35866.33,US Dollar,Cheque,0
2022-09-01 00:12:00,70,10042B660,11047,800882A50,94690.08,US Dollar,94690.08,US Dollar,Cash,0
2022-09-01 00:28:00,70,10042B660,11255,80089C040,3941.26,US Dollar,3941.26,US Dollar,Cheque,0
2022-09-01 00:22:00,70,10042B660,1,8008EF430,10273923.18,US Dollar,10273923.18,US Dollar,Cheque,0
2022-09-01 00:04:00,70,10042B660,1,8008EF430,18254.05,US Dollar,18254.05,US Dollar,Credit Card,0
2022-09-01 00:19:00,70,10042B660,1,8008EF430,13808040.79,US Dollar,13808040.79,US Dollar,Cash,0
2022-09-01 00:24:00,70,10042B660,224,80091A260,1073.86,US Dollar,1073.86,US Dollar,Cheque,0
2022-09-01 00:11:00,70,10042B660,224,80091A260,1276.52,US Dollar,1276.52,US Dollar,Credit Card,0
2022-09-01 00:01:00,70,10042B660,224,800926D90,365.77,US Dollar,365.77,US Dollar,Credit Card,0
2022-09-01 00:00:00,70,10042B660,21393,800936F00,252.28,US Dollar,252.28,US Dollar,Cheque,0
2022-09-01 00:09:00,70,10042B660,20,80095CF90,544797.4,US Dollar,544797.4,US Dollar,Cheque,0
2022-09-01 00:18:00,70,10042B660,20,80095CF90,20119.15,US Dollar,20119.15,US Dollar,Credit Card,0
2022-09-01 00:00:00,70,10042B660,20,80095CF90,405419.74,US Dollar,405419.74,US Dollar,Cash,0
2022-09-01 00:22:00,70,10042B660,1422,800960A80,414.62,US Dollar,414.62,US Dollar,Cheque,0
2022-09-01 00:15:00,70,10042B660,1422,800960A80,340.32,US Dollar,340.32,US Dollar,Cash,0
2022-09-01 00:11:00,70,10042B660,1277,80099C830,226.48,US Dollar,226.48,US Dollar,Cheque,0
2022-09-01 00:06:00,70,10042B660,1277,80099C830,196.04,US Dollar,196.04,US Dollar,Credit Card,0
2022-09-01 00:25:00,70,10042B660,1277,80099C830,55.48,US Dollar,55.48,US Dollar,Cash,0
2022-09-01 00:03:00,70,10042B660,11046,8009BCBD0,1777.7,US Dollar,1777.7,US Dollar,Cheque,0
2022-09-01 00:23:00,70,10042B660,12,8009C48D0,6319.2,US Dollar,6319.2,US Dollar,Cheque,0
2022-09-01 00:29:00,70,10042B660,12,8009C48D0,4499.64,US Dollar,4499.64,US Dollar,Credit Card,0
2022-09-01 00:28:00,70,10042B660,1439,8009CCFF0,9693.98,US Dollar,9693.98,US Dollar,Cheque,0
2022-09-01 00:25:00,70,10042B660,1439,8009CCFF0,5718.35,US Dollar,5718.35,US Dollar,Credit Card,0
2022-09-01 00:27:00,70,10042B660,11222,80096E250,22154.54,US Dollar,22154.54,US Dollar,Cheque,0
2022-09-01 00:02:00,70,10042B660,1,8009EC220,8959.3,US Dollar,8959.3,US Dollar,Credit Card,0
2022-09-01 00:15:00,70,10042B660,1,8009EC220,87906.11,US Dollar,87906.11,US Dollar,Cash,0
2022-09-01 00:29:00,70,10042B660,1291,8009ED740,4837913.26,US Dollar,4837913.26,US Dollar,Cheque,0
2022-09-01 00:09:00,70,10042B660,1291,8009ED740,11365.22,US Dollar,11365.22,US Dollar,Credit Card,0
2022-09-01 00:02:00,70,10042B660,1291,8009ED740,3249372.02,US Dollar,3249372.02,US Dollar,Cash,0
2022-09-01 00:24:00,70,10042B660,224,800A0F100,3918.76,US Dollar,3918.76,US Dollar,Cheque,0
2022-09-01 00:29:00,70,10042B660,224,800A0F100,2375.79,US Dollar,2375.79,US Dollar,Credit Card,0
2022-09-01 00:00:00,70,10042B660,224,800A86710,100592.18,US Dollar,100592.18,US Dollar,Cheque,0
2022-09-01 00:26:00,70,10042B660,224,800A86710,19434.37,US Dollar,19434.37,US Dollar,Credit Card,0
2022-09-01 00:17:00,70,10042B660,224,800A86710,39398.35,US Dollar,39398.35,US Dollar,Cash,0
2022-09-01 00:26:00,70,10042B660,21260,800A9A920,14646.71,US Dollar,14646.71,US Dollar,Cheque,0
2022-09-01 00:14:00,70,10042B660,21260,800A9A920,3034.61,US Dollar,3034.61,US Dollar,Credit Card,0
2022-09-01 00:00:00,70,10042B660,21260,800A9A920,1273.92,US Dollar,1273.92,US Dollar,Cash,0
2022-09-01 00:15:00,70,10042B660,21828,800AFB710,440850.58,US Dollar,440850.58,US Dollar,Cheque,0
2022-09-01 00:05:00,70,10042B660,21828,800AFB710,19660.59,US Dollar,19660.59,US Dollar,Credit Card,0
2022-09-01 00:02:00,70,10042B660,21828,800AFB710,233753.11,US Dollar,233753.11,US Dollar,Cash,0
2022-09-01 00:22:00,70,10042B660,11047,800B15C00,44558.56,US Dollar,44558.56,US Dollar,Cheque,0
2022-09-01 00:05:00,70,10042B660,11047,800B15C00,6172.95,US Dollar,6172.95,US Dollar,Credit Card,0
2022-09-01 00:27:00,70,10042B660,11047,800B15C00,6558.79,US Dollar,6558.79,US Dollar,Cash,0
2022-09-01 00:10:00,70,10042B660,1110,800B1B510,12033.97,US Dollar,12033.97,US Dollar,Cheque,0
2022-09-01 00:03:00,70,10042B660,1110,800B1B510,1977.63,US Dollar,1977.63,US Dollar,Credit Card,0
2022-09-01 00:27:00,70,10042B660,1110,800B1B510,3324.98,US Dollar,3324.98,US Dollar,Cash,0
2022-09-01 00:11:00,70,10042B660,21828,800B184D0,2849.83,US Dollar,2849.83,US Dollar,Cheque,0
2022-09-01 00:22:00,70,10042B660,21828,800B184D0,2106.09,US Dollar,2106.09,US Dollar,Credit Card,0
2022-09-01 00:00:00,70,10042B660,11770,800B50E10,77717.17,US Dollar,77717.17,US Dollar,Cheque,0
2022-09-01 00:06:00,70,10042B660,11770,800B50E10,2088.42,US Dollar,2088.42,US Dollar,Credit Card,0
2022-09-01 00:26:00,70,10042B660,11770,800B50E10,2034.98,US Dollar,2034.98,US Dollar,Cash,0
2022-09-01 00:16:00,70,10042B660,20,800B8E490,644561.48,US Dollar,644561.48,US Dollar,Cheque,0
2022-09-01 00:08:00,70,10042B660,20,800B8E490,128281.03,US Dollar,128281.03,US Dollar,Cash,0
2022-09-01 00:24:00,70,10042B660,11701,800BBF2B0,1764853.2,US Dollar,1764853.2,US Dollar,Cheque,0
2022-09-01 00:01:00,70,10042B660,1277,800BE5710,5347.51,US Dollar,5347.51,US Dollar,Cheque,0
2022-09-01 00:20:00,70,10042B660,11701,800BF0760,36089.86,US Dollar,36089.86,US Dollar,Cheque,0
2022-09-01 00:08:00,70,10042B660,11701,800BF0760,21131.16,US Dollar,21131.16,US Dollar,Credit Card,0
2022-09-01 00:20:00,70,10042B660,1394,800C42A40,12181.08,US Dollar,12181.08,US Dollar,Cheque,0
2022-09-01 00:21:00,70,10042B660,1394,800C42A40,9211.98,US Dollar,9211.98,US Dollar,Credit Card,0
2022-09-01 00:00:00,70,10042B660,531,800C4A420,16064.63,US Dollar,16064.63,US Dollar,Cheque,0
2022-09-01 00:07:00,70,10042B660,531,800C4A420,33078.27,US Dollar,33078.27,US Dollar,Cash,0
2022-09-01 00:28:00,70,10042B660,1231,800C4D590,123.77,US Dollar,123.77,US Dollar,Cheque,0
2022-09-01 00:14:00,70,10042B660,1231,800C4D590,7.07,US Dollar,7.07,US Dollar,Credit Card,0
2022-09-01 00:23:00,70,10042B660,1231,800C4D590,8.47,US Dollar,8.47,US Dollar,Cash,0
2022-09-01 00:10:00,70,10042B660,11255,800C720D0,20992.43,US Dollar,20992.43,US Dollar,Cheque,0
2022-09-01 00:04:00,70,10042B660,11255,800C720D0,22579.5,US Dollar,22579.5,US Dollar,Credit Card,0
2022-09-01 00:15:00,70,10042B660,11255,800C720D0,8297.62,US Dollar,8297.62,US Dollar,Cash,0
2022-09-01 00:06:00,70,10042B660,1639,800CE2220,1429289.25,US Dollar,1429289.25,US Dollar,Cheque,0
2022-09-01 00:08:00,70,10042B660,1639,800CE2220,7753.14,US Dollar,7753.14,US Dollar,Credit Card,0
2022-09-01 00:13:00,70,10042B660,1639,800CE2220,447498.32,US Dollar,447498.32,US Dollar,Cash,0
2022-09-01 00:22:00,70,10042B660,21414,800D10AF0,121316.37,US Dollar,121316.37,US Dollar,Cheque,0
2022-09-01 00:04:00,70,10042B660,21414,800D10AF0,13731.66,US Dollar,13731.66,US Dollar,Credit Card,0
2022-09-01 00:17:00,70,10042B660,21414,800D10AF0,67643.32,US Dollar,67643.32,US Dollar,Cash,0
2022-09-01 00:27:00,70,10042B660,21828,800D114D0,849.25,US Dollar,849.25,US Dollar,Cheque,0
2022-09-01 00:17:00,70,10042B660,21828,800D114D0,444.78,US Dollar,444.78,US Dollar,Credit Card,0
2022-09-01 00:26:00,70,10042B660,11265,800D2DA60,8073.98,US Dollar,8073.98,US Dollar,Credit Card,0
2022-09-01 00:17:00,70,10042B660,11265,800D2DA60,3476856.05,US Dollar,3476856.05,US Dollar,Cash,0
2022-09-01 00:06:00,70,10042B660,1807,800D91C20,268261.29,US Dollar,268261.29,US Dollar,Cheque,0
2022-09-01 00:17:00,70,10042B660,1807,800D91C20,9329.85,US Dollar,9329.85,US Dollar,Credit Card,0
2022-09-01 00:09:00,70,10042B660,1807,800D91C20,1742460.19,US Dollar,1742460.19,US Dollar,Cash,0
2022-09-01 00:15:00,70,10042B660,2860,800DDFD00,17152.33,US Dollar,17152.33,US Dollar,Cheque,0
2022-09-01 00:20:00,70,10042B660,2860,800DDFD00,13169.36,US Dollar,13169.36,US Dollar,Credit Card,0
2022-09-01 00:20:00,70,10042B660,21414,800E06210,332.08,US Dollar,332.08,US Dollar,Cheque,0
2022-09-01 00:24:00,70,10042B660,21414,800E06210,305.26,US Dollar,305.26,US Dollar,Credit Card,0
2022-09-01 00:23:00,70,10042B660,22364,800E1AA60,2584.25,US Dollar,2584.25,US Dollar,Cheque,0
2022-09-01 00:27:00,70,10042B660,22364,800E1AA60,9008.75,US Dollar,9008.75,US Dollar,Credit Card,0
2022-09-01 00:04:00,70,10042B660,1291,800E1D3B0,3395.81,US Dollar,3395.81,US Dollar,Cheque,0
2022-09-01 00:18:00,70,10042B660,1291,800E1D3B0,7298.79,US Dollar,7298.79,US Dollar,Credit Card,0
2022-09-01 00:24:00,70,10042B660,11265,800F454B0,9992.0,US Dollar,9992.0,US Dollar,Cheque,0
2022-09-01 00:19:00,70,10042B660,11265,800F454B0,1673.66,US Dollar,1673.66,US Dollar,Cash,0
2022-09-01 00:26:00,70,10042B660,1807,800F49EF0,170736.91,US Dollar,170736.91,US Dollar,Cheque,0
2022-09-01 00:29:00,70,10042B660,1807,800F49EF0,88504.15,US Dollar,88504.15,US Dollar,Cash,0
2022-09-01 00:14:00,70,10042B660,22224,800F69360,13208.45,US Dollar,13208.45,US Dollar,Cheque,0
2022-09-01 00:07:00,70,10042B660,22224,800F69360,13694.2,US Dollar,13694.2,US Dollar,Credit Card,0
2022-09-01 00:18:00,70,10042B660,22224,800F69360,19351.25,US Dollar,19351.25,US Dollar,Cash,0
2022-09-01 00:01:00,70,10042B660,1217,800F754B0,26617461.41,US Dollar,26617461.41,US Dollar,Cheque,0
2022-09-01 00:07:00,70,10042B660,1217,800F754B0,12441.87,US Dollar,12441.87,US Dollar,Credit Card,0
2022-09-01 00:09:00,70,10042B660,1217,800F754B0,43490661.36,US Dollar,43490661.36,US Dollar,Cash,0
2022-09-01 00:25:00,70,10042B660,1110,800F76430,1290156.77,US Dollar,1290156.77,US Dollar,Cheque,0
2022-09-01 00:20:00,70,10042B660,1110,800F76430,20024.68,US Dollar,20024.68,US Dollar,Credit Card,0
2022-09-01 00:13:00,70,10042B660,1110,800F76430,84480.94,US Dollar,84480.94,US Dollar,Cash,0
2022-09-01 00:12:00,70,10042B660,1812,800F7B500,95743.62,US Dollar,95743.62,US Dollar,Cheque,0
2022-09-01 00:10:00,70,10042B660,1812,800F7B500,19590.02,US Dollar,19590.02,US Dollar,Credit Card,0
2022-09-01 00:05:00,70,10042B660,1812,800F7B500,10431.39,US Dollar,10431.39,US Dollar,Cash,0
2022-09-01 00:14:00,70,10042B660,20,800F7EF40,34943.81,US Dollar,34943.81,US Dollar,Cheque,0
2022-09-01 00:08:00,70,10042B660,2545,800F853A0,112986.52,US Dollar,112986.52,US Dollar,Cheque,0
2022-09-01 00:09:00,70,10042B660,2545,800F853A0,13853.03,US Dollar,13853.03,US Dollar,Credit Card,0
2022-09-01 00:27:00,70,10042B660,2545,800F853A0,23878.11,US Dollar,23878.11,US Dollar,Cash,0
2022-09-01 00:01:00,70,10042B660,1422,800FC3B60,4191.09,US Dollar,4191.09,US Dollar,Cheque,0
2022-09-01 00:23:00,70,10042B660,1422,800FC3B60,3091.53,US Dollar,3091.53,US Dollar,Credit Card,0
2022-09-01 00:13:00,70,10042B660,12063,801005EB0,530724.7,US Dollar,530724.7,US Dollar,Cheque,0
2022-09-01 00:16:00,70,10042B660,12063,801005EB0,10154.06,US Dollar,10154.06,US Dollar,Credit Card,0
2022-09-01 00:03:00,70,10042B660,12063,801005EB0,244493.77,US Dollar,244493.77,US Dollar,Cash,0
2022-09-01 00:18:00,70,10042B660,21260,801014DB0,14637.61,US Dollar,14637.61,US Dollar,Cheque,0
2022-09-01 00:19:00,70,10042B660,21260,801014DB0,61861.3,US Dollar,61861.3,US Dollar,Cash,0
2022-09-01 00:05:00,70,10042B660,1394,8010186B0,22131.97,US Dollar,22131.97,US Dollar,Cheque,0
2022-09-01 00:04:00,70,10042B660,1394,8010186B0,2087.94,US Dollar,2087.94,US Dollar,Credit Card,0
2022-09-01 00:17:00,70,10042B660,1394,8010186B0,2587.84,US Dollar,2587.84,US Dollar,Cash,0
2022-09-01 00:16:00,70,10042B660,12,801041A30,10955.3,US Dollar,10955.3,US Dollar,Cheque,0
2022-09-01 00:16:00,70,10042B660,12592,801043700,38744.39,US Dollar,38744.39,US Dollar,Cheque,0
2022-09-01 00:01:00,70,10042B660,22481,8010C42F0,11427.56,US Dollar,11427.56,US Dollar,Cheque,0
2022-09-01 00:12:00,70,10042B660,22481,8010C42F0,4946.81,US Dollar,4946.81,US Dollar,Cash,0
2022-09-01 00:03:00,70,10042B660,2196,801113860,224361.06,US Dollar,224361.06,US Dollar,Cheque,0
2022-09-01 00:00:00,70,10042B660,2196,801113860,18616.85,US Dollar,18616.85,US Dollar,Credit Card,0
2022-09-01 00:08:00,70,10042B660,2196,801113860,34071.1,US Dollar,34071.1,US Dollar,Cash,0
2022-09-01 00:00:00,70,10042B660,1110,8011178A0,21692.2,US Dollar,21692.2,US Dollar,Cheque,0
2022-09-01 00:25:00,70,10042B660,1110,8011178A0,13502.47,US Dollar,13502.47,US Dollar,Credit Card,0
2022-09-01 00:04:00,70,10042B660,1110,8011178A0,70431.53,US Dollar,70431.53,US Dollar,Cash,0
2022-09-01 00:22:00,70,10042B660,22129,801132BC0,6084.72,US Dollar,6084.72,US Dollar,Cheque,0
2022-09-01 00:17:00,70,10042B660,22129,801132BC0,11113.27,US Dollar,11113.27,US Dollar,Credit Card,0
2022-09-01 00:28:00,70,10042B660,22129,801132BC0,13179.51,US Dollar,13179.51,US Dollar,Cash,0
2022-09-01 00:12:00,70,10042B660,22890,80114CA90,176473.56,US Dollar,176473.56,US Dollar,Cheque,0
2022-09-01 00:15:00,70,10042B660,21260,8011947A0,3931.2,US Dollar,3931.2,US Dollar,Cheque,0
2022-09-01 00:11:00,70,10042B660,21260,8011947A0,728.48,US Dollar,728.48,US Dollar,Credit Card,0
2022-09-01 00:27:00,70,10042B660,21260,8011947A0,52.39,US Dollar,52.39,US Dollar,Cash,0
2022-09-01 00:08:00,70,10042B660,21393,8011BF210,15342.18,US Dollar,15342.18,US Dollar,Cheque,0
2022-09-01 00:00:00,70,10042B660,11701,8011D9330,7086.11,US Dollar,7086.11,US Dollar,Cheque,0
2022-09-01 00:10:00,70,10042B660,11701,8011D9330,18377.47,US Dollar,18377.47,US Dollar,Cash,0
2022-09-01 00:11:00,70,10042B660,22890,8011F5030,242094.67,US Dollar,242094.67,US Dollar,Cheque,0
2022-09-01 00:23:00,70,10042B660,23041,801231000,953034.44,US Dollar,953034.44,US Dollar,Cheque,0
2022-09-01 00:26:00,70,10042B660,23041,801231000,17769.79,US Dollar,17769.79,US Dollar,Credit Card,0
2022-09-01 00:28:00,70,10042B660,23041,801231000,34372.15,US Dollar,34372.15,US Dollar,Cash,0
2022-09-01 00:04:00,70,10042B660,11265,801284EC0,19486.56,US Dollar,19486.56,US Dollar,Cheque,0
2022-09-01 00:09:00,70,10042B660,11265,801284EC0,2800.62,US Dollar,2800.62,US Dollar,Credit Card,0
2022-09-01 00:29:00,70,10042B660,11265,801284EC0,2719.57,US Dollar,2719.57,US Dollar,Cash,0
